Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change,Num_Events,Label
704,3,133.0,0,0,0,0,0,
705,2,133.0,0,0,0,0,0,
706,3,133.0,0,0,0,0,0,
707,2,133.0,0,0,0,0,0,
708,3,133.0,0,0,0,0,0,
709,2,133.0,0,0,0,0,0,
710,3,133.0,0,0,0,0,0,
711,2,133.0,0,0,0,0,0,
712,3,133.0,0,0,0,0,0,
713,2,133.0,0,0,0,0,0,
714,3,133.0,0,0,0,0,0,
715,2,133.0,0,0,0,0,0,
716,3,133.0,0,0,0,0,0,
717,2,133.0,0,0,0,0,0,
718,3,133.0,0,0,0,0,0,
719,2,133.0,0,0,0,0,0,
720,3,133.0,0,0,0,0,0,
721,2,133.0,0,0,0,0,0,
722,3,133.0,0,0,0,0,0,
723,2,133.0,0,0,0,0,0,
724,3,133.0,0,0,0,0,0,
725,2,133.0,0,0,0,0,0,
726,3,133.0,0,0,0,0,0,
727,2,133.0,0,0,0,0,0,
728,3,133.0,0,0,0,0,0,
