Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed,Label
68,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,2,18.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,3,14.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,3,14.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,5,13.4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
221,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
226,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
227,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
228,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
229,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
231,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
238,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
239,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
242,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
243,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
244,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
245,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
248,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
249,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
251,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
252,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
270,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
271,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
275,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
282,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
331,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
341,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
343,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
346,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
348,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
350,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
