Window_Num,Num_Packets,Avg_Length,Flag_Ack,Flag_Retransmission,Flag_Reset,Flag_Syn,Flag_Fin,Src_Port_Changed,Dst_Port_Changed,Round_Trip_Time,Label
1,2,66,1,0,0,0,0,0,0,9e-06,
2,3,66,1,0,0,0,0,0,0,9e-06,
3,2,66,1,0,0,0,0,0,0,1e-05,
4,3,66,1,0,0,0,0,0,0,1e-05,
5,2,66,1,0,0,0,0,0,0,9e-06,
6,2,66,1,0,0,0,0,0,0,2.4e-05,
7,3,66,1,0,0,0,0,0,0,1e-05,
8,2,66,1,0,0,0,0,0,0,1e-05,
9,3,66,1,0,0,0,0,0,0,2.8e-05,
10,3,66,1,0,0,0,0,0,0,2.4e-05,
11,3,66,1,0,0,0,0,0,0,2.6e-05,
12,2,66,1,0,0,0,0,0,0,1.4e-05,
13,3,66,1,0,0,0,0,0,0,1e-05,
14,2,66,1,0,0,0,0,0,0,2.7e-05,
15,3,66,1,0,0,0,0,0,0,2.5e-05,
16,2,66,1,0,0,0,0,0,0,2.6e-05,
17,3,66,1,0,0,0,0,0,0,1e-05,
18,2,66,1,0,0,0,0,0,0,9e-06,
19,3,66,1,0,0,0,0,0,0,9e-06,
20,2,66,1,0,0,0,0,0,0,1e-05,
21,3,66,1,0,0,0,0,0,0,9e-06,
22,3,66,1,0,0,0,0,0,0,9e-06,
23,3,66,1,0,0,0,0,0,0,2.6e-05,
24,2,66,1,0,0,0,0,0,0,2.3e-05,
25,3,66,1,0,0,0,0,0,0,9e-06,
26,2,66,1,0,0,0,0,0,0,3.1e-05,
27,3,66,1,0,0,0,0,0,0,2.6e-05,
28,2,66,1,0,0,0,0,0,0,2.8e-05,
29,3,66,1,0,0,0,0,0,0,1e-05,
30,2,66,1,0,0,0,0,0,0,2.3e-05,
31,3,66,1,0,0,0,0,0,0,2.4e-05,
32,2,66,1,0,0,0,0,0,0,2.5e-05,
33,3,66,1,0,0,0,0,0,0,2.4e-05,
34,3,66,1,0,0,0,0,0,0,0.040131,
35,3,66,1,0,0,0,0,0,0,2.4e-05,
36,2,66,1,0,0,0,0,0,0,1e-05,
37,2,66,1,0,0,0,0,0,0,1e-05,
38,3,66,1,0,0,0,0,0,0,1e-05,
39,2,66,1,0,0,0,0,0,0,1e-05,
40,3,66,1,0,0,0,0,0,0,1.1e-05,
41,2,66,1,0,0,0,0,0,0,1e-05,
42,3,66,1,0,0,0,0,0,0,2.4e-05,
43,2,66,1,0,0,0,0,0,0,1e-05,
44,3,66,1,0,0,0,0,0,0,1e-05,
45,2,66,1,0,0,0,0,0,0,2.4e-05,
46,4,66,1,0,0,0,0,0,0,1e-05,
47,2,66,1,0,0,0,0,0,0,1e-05,
48,3,66,1,0,0,0,0,0,0,2.4e-05,
49,2,66,1,0,0,0,0,0,0,1e-05,
50,3,66,1,0,0,0,0,0,0,1e-05,
51,2,66,1,0,0,0,0,0,0,2.5e-05,
52,3,66,1,0,0,0,0,0,0,1e-05,
53,2,66,1,0,0,0,0,0,0,9e-06,
54,3,66,1,0,0,0,0,0,0,2.5e-05,
55,2,66,1,0,0,0,0,0,0,2.5e-05,
56,3,66,1,0,0,0,0,0,0,1e-05,
57,2,66,1,0,0,0,0,0,0,2.3e-05,
58,4,66,1,0,0,0,0,0,0,5e-06,
59,2,66,1,0,0,0,0,0,0,3.3e-05,
60,3,66,1,0,0,0,0,0,0,2.9e-05,
61,2,66,1,0,0,0,0,0,0,2.3e-05,
