Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Data_Object_Change,Src_Port_Changed,Dst_Port_Changed
6341,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6342,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6343,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6344,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6345,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6346,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6347,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6348,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6349,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6350,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6351,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6352,3,36.33,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6353,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6354,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6355,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6356,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6357,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6358,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6359,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6360,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6361,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6362,3,10.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6363,2,10.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
