Window_Num,Num_Packets,Avg_Length,Num_Streams,Flag_Ack,Flag_Retransmission,Flag_Reset,Flag_Syn,Flag_Fin,Src_Port_Changed,Dst_Port_Changed,Round_Trip_Time
6341,3,66.0,1,1,0,0,0,0,0,0,0.001066
6342,2,66.0,1,1,0,0,0,0,0,0,0.000782
6343,3,66.0,1,1,0,0,0,0,0,0,0.000894
6344,2,66.0,1,1,0,0,0,0,0,0,0.002178
6345,3,66.0,1,1,0,0,0,0,0,0,0.001721
6346,2,66.0,1,1,0,0,0,0,0,0,0.00115
6347,3,66.0,1,1,0,0,0,0,0,0,0.001203
6348,2,66.0,1,1,0,0,0,0,0,0,0.000773
6349,3,66.0,1,1,0,0,0,0,0,0,0.001159
6350,2,66.0,1,1,0,0,0,0,0,0,0.000766
6351,3,66.0,1,1,0,0,0,0,0,0,0.0009
6352,3,66.0,1,1,0,0,0,0,0,0,0.002011
6353,3,66.0,1,1,0,0,0,0,0,0,0.000876
6354,2,66.0,1,1,0,0,0,0,0,0,0.00113
6355,2,66.0,1,1,0,0,0,0,0,0,0.00088
6356,3,66.0,1,1,0,0,0,0,0,0,0.003156
6357,2,66.0,1,1,0,0,0,0,0,0,0.001138
6358,3,66.0,1,1,0,0,0,0,0,0,0.000805
6359,2,66.0,1,1,0,0,0,0,0,0,0.001093
6360,3,66.0,1,1,0,0,0,0,0,0,0.006297
6361,2,66.0,1,1,0,0,0,0,0,0,0.003068
6362,3,66.0,1,1,0,0,0,0,0,0,0.02051
6363,2,66.0,1,1,0,0,0,0,0,0,0.005037
6364,4,66.0,1,1,0,0,0,0,0,0,0.005649
6365,2,66.0,1,1,0,0,0,0,0,0,0.002694
6366,3,66.0,1,1,0,0,0,0,0,0,0.000816
6367,2,66.0,1,1,0,0,0,0,0,0,0.011369
6368,3,66.0,1,1,0,0,0,0,0,0,0.000963
6369,2,66.0,1,1,0,0,0,0,0,0,0.001019
6370,3,66.0,1,1,0,0,0,0,0,0,0.00165
6371,2,66.0,1,1,0,0,0,0,0,0,0.000878
6372,3,66.0,1,1,0,0,0,0,0,0,0.001188
6373,2,66.0,1,1,0,0,0,0,0,0,0.002483
6374,3,66.0,1,1,0,0,0,0,0,0,0.001066
6375,2,66.0,1,1,0,0,0,0,0,0,0.001196
6376,4,66.0,1,1,0,0,0,0,0,0,0.00093
6377,2,66.0,1,1,0,0,0,0,0,0,0.001178
6378,3,66.0,1,1,0,0,0,0,0,0,0.001392
6379,2,66.0,1,1,0,0,0,0,0,0,0.000941
6380,3,66.0,1,1,0,0,0,0,0,0,0.003016
6381,2,66.0,1,1,0,0,0,0,0,0,0.000834
6382,3,66.0,1,1,0,0,0,0,0,0,0.000766
6383,2,66.0,1,1,0,0,0,0,0,0,0.002062
6384,3,66.0,1,1,0,0,0,0,0,0,0.000751
6385,2,66.0,1,1,0,0,0,0,0,0,0.001407
6386,2,66.0,1,1,0,0,0,0,0,0,0.000776
6387,3,66.0,1,1,0,0,0,0,0,0,0.001487
6388,3,66.0,1,1,0,0,0,0,0,0,0.001559
6389,3,66.0,1,1,0,0,0,0,0,0,0.002386
6390,2,66.0,1,1,0,0,0,0,0,0,0.003252
6391,3,66.0,1,1,0,0,0,0,0,0,0.009714
6392,2,66.0,1,1,0,0,0,0,0,0,0.000876
6393,3,66.0,1,1,0,0,0,0,0,0,0.001666
6394,2,66.0,1,1,0,0,0,0,0,0,0.000802
6395,3,66.0,1,1,0,0,0,0,0,0,0.000982
6396,2,66.0,1,1,0,0,0,0,0,0,0.00085
6397,3,66.0,1,1,0,0,0,0,0,0,0.002482
6398,2,66.0,1,1,0,0,0,0,0,0,0.003782
6399,3,66.0,1,1,0,0,0,0,0,0,0.000772
6400,3,66.0,1,1,0,0,0,0,0,0,0.001019
6401,3,66.0,1,1,0,0,0,0,0,0,0.001334
6402,2,66.0,1,1,0,0,0,0,0,0,0.000856
6403,3,66.0,1,1,0,0,0,0,0,0,0.001078
6404,2,66.0,1,1,0,0,0,0,0,0,0.001824
6405,3,66.0,1,1,0,0,0,0,0,0,0.002948
6406,2,66.0,1,1,0,0,0,0,0,0,0.002091
6407,3,66.0,1,1,0,0,0,0,0,0,0.00083
6408,2,66.0,1,1,0,0,0,0,0,0,0.001211
6409,3,66.0,1,1,0,0,0,0,0,0,0.00113
6410,2,66.0,1,1,0,0,0,0,0,0,0.001014
6411,3,66.0,1,1,0,0,0,0,0,0,0.001057
6412,3,66.0,1,1,0,0,0,0,0,0,0.003939
6413,3,66.0,1,1,0,0,0,0,0,0,0.003537
6414,2,66.0,1,1,0,0,0,0,0,0,0.002023
6415,3,66.0,1,1,0,0,0,0,0,0,0.005287
6416,2,66.0,1,1,0,0,0,0,0,0,0.005251
6417,2,66.0,1,1,0,0,0,0,0,0,0.012086
6418,3,66.0,1,1,0,0,0,0,0,0,0.001502
6419,2,66.0,1,1,0,0,0,0,0,0,0.001491
6420,3,66.0,1,1,0,0,0,0,0,0,0.000785
6421,2,66.0,1,1,0,0,0,0,0,0,0.001259
6422,3,66.0,1,1,0,0,0,0,0,0,0.001313
6423,2,66.0,1,1,0,0,0,0,0,0,0.001085
6424,4,66.0,1,1,0,0,0,0,0,0,0.001136
6425,2,66.0,1,1,0,0,0,0,0,0,0.000947
6426,3,66.0,1,1,0,0,0,0,0,0,0.001883
6427,2,66.0,1,1,0,0,0,0,0,0,0.00099
6428,3,66.0,1,1,0,0,0,0,0,0,0.000822
6429,2,66.0,1,1,0,0,0,0,0,0,0.001557
6430,3,66.0,1,1,0,0,0,0,0,0,0.00091
6431,2,66.0,1,1,0,0,0,0,0,0,0.001047
6432,3,66.0,1,1,0,0,0,0,0,0,0.006222
6433,2,66.0,1,1,0,0,0,0,0,0,0.003264
6434,3,66.0,1,1,0,0,0,0,0,0,0.000948
6435,2,66.0,1,1,0,0,0,0,0,0,0.000663
6436,4,66.0,1,1,0,0,0,0,0,0,0.000753
6437,2,66.0,1,1,0,0,0,0,0,0,0.001409
6438,3,66.0,1,1,0,0,0,0,0,0,0.000739
6439,2,66.0,1,1,0,0,0,0,0,0,0.00109
6440,3,66.0,1,1,0,0,0,0,0,0,0.001168
6441,2,66.0,1,1,0,0,0,0,0,0,0.000826
6442,3,66.0,1,1,0,0,0,0,0,0,0.001659
6443,2,66.0,1,1,0,0,0,0,0,0,0.002543
6444,3,66.0,1,1,0,0,0,0,0,0,0.007399
6445,2,66.0,1,1,0,0,0,0,0,0,0.00263
6446,3,66.0,1,1,0,0,0,0,0,0,0.002286
6447,2,66.0,1,1,0,0,0,0,0,0,0.001265
6448,3,66.0,1,1,0,0,0,0,0,0,0.000961
6449,3,66.0,1,1,0,0,0,0,0,0,0.000812
6450,2,66.0,1,1,0,0,0,0,0,0,0.00611
6451,3,66.0,1,1,0,0,0,0,0,0,0.016282
6452,2,66.0,1,1,0,0,0,0,0,0,0.001372
6453,3,66.0,1,1,0,0,0,0,0,0,0.000752
6454,2,66.0,1,1,0,0,0,0,0,0,0.000763
6455,3,66.0,1,1,0,0,0,0,0,0,0.001215
6456,2,66.0,1,1,0,0,0,0,0,0,0.000786
6457,3,66.0,1,1,0,0,0,0,0,0,0.000867
6458,2,66.0,1,1,0,0,0,0,0,0,0.000775
6459,3,66.0,1,1,0,0,0,0,0,0,0.000793
6460,2,66.0,1,1,0,0,0,0,0,0,0.001077
6461,3,66.0,1,1,0,0,0,0,0,0,0.002281
6462,2,66.0,1,1,0,0,0,0,0,0,0.000995
6463,3,66.0,1,1,0,0,0,0,0,0,0.001171
6464,2,66.0,1,1,0,0,0,0,0,0,0.000899
6465,3,66.0,1,1,0,0,0,0,0,0,0.00102
6466,2,66.0,1,1,0,0,0,0,0,0,0.002495
6467,3,66.0,1,1,0,0,0,0,0,0,0.004758
6468,2,66.0,1,1,0,0,0,0,0,0,0.004158
6469,3,66.0,1,1,0,0,0,0,0,0,0.000767
6470,2,66.0,1,1,0,0,0,0,0,0,0.001775
6471,3,66.0,1,1,0,0,0,0,0,0,0.003781
6472,3,66.0,1,1,0,0,0,0,0,0,0.0027
6473,3,66.0,1,1,0,0,0,0,0,0,0.002859
6474,2,66.0,1,1,0,0,0,0,0,0,0.00386
6475,3,66.0,1,1,0,0,0,0,0,0,0.000944
6476,2,66.0,1,1,0,0,0,0,0,0,0.0012
6477,3,66.0,1,1,0,0,0,0,0,0,0.000855
6478,2,66.0,1,1,0,0,0,0,0,0,0.00114
6479,2,66.0,1,1,0,0,0,0,0,0,0.003096
6480,3,66.0,1,1,0,0,0,0,0,0,0.000785
6481,2,66.0,1,1,0,0,0,0,0,0,0.001153
6482,3,66.0,1,1,0,0,0,0,0,0,0.000854
6483,2,66.0,1,1,0,0,0,0,0,0,0.001095
6484,4,66.0,1,1,0,0,0,0,0,0,0.00251
6485,2,66.0,1,1,0,0,0,0,0,0,0.001672
6486,3,66.0,1,1,0,0,0,0,0,0,0.003335
6487,2,66.0,1,1,0,0,0,0,0,0,0.002688
6488,3,66.0,1,1,0,0,0,0,0,0,0.000754
6489,2,66.0,1,1,0,0,0,0,0,0,0.000741
6490,3,66.0,1,1,0,0,0,0,0,0,0.0008
6491,2,66.0,1,1,0,0,0,0,0,0,0.00135
6492,3,66.0,1,1,0,0,0,0,0,0,0.000804
6493,2,66.0,1,1,0,0,0,0,0,0,0.000851
6494,3,66.0,1,1,0,0,0,0,0,0,0.001185
6495,2,66.0,1,1,0,0,0,0,0,0,0.003136
6496,4,66.0,1,1,0,0,0,0,0,0,0.004175
6497,2,66.0,1,1,0,0,0,0,0,0,0.003142
6498,3,66.0,1,1,0,0,0,0,0,0,0.00233
6499,2,66.0,1,1,0,0,0,0,0,0,0.003218
6500,3,66.0,1,1,0,0,0,0,0,0,0.000849
6501,2,66.0,1,1,0,0,0,0,0,0,0.000933
6502,3,66.0,1,1,0,0,0,0,0,0,0.004598
6503,2,66.0,1,1,0,0,0,0,0,0,0.008665
6504,3,66.0,1,1,0,0,0,0,0,0,0.005271
6505,2,66.0,1,1,0,0,0,0,0,0,0.005097
6506,3,66.0,1,1,0,0,0,0,0,0,0.000777
6507,2,66.0,1,1,0,0,0,0,0,0,0.001213
6508,4,66.0,1,1,0,0,0,0,0,0,0.000891
6509,2,66.0,1,1,0,0,0,0,0,0,0.001225
6510,2,66.0,1,1,0,0,0,0,0,0,0.000834
6511,3,66.0,1,1,0,0,0,0,0,0,0.000788
6512,2,66.0,1,1,0,0,0,0,0,0,0.001113
6513,3,66.0,1,1,0,0,0,0,0,0,0.000843
6514,2,66.0,1,1,0,0,0,0,0,0,0.001759
6515,3,66.0,1,1,0,0,0,0,0,0,0.001154
6516,2,66.0,1,1,0,0,0,0,0,0,0.000843
6517,3,66.0,1,1,0,0,0,0,0,0,0.001104
6518,2,66.0,1,1,0,0,0,0,0,0,0.00079
6519,3,66.0,1,1,0,0,0,0,0,0,0.000805
6520,3,66.0,1,1,0,0,0,0,0,0,0.006461
6521,3,66.0,1,1,0,0,0,0,0,0,0.002261
6522,2,66.0,1,1,0,0,0,0,0,0,0.001163
6523,3,66.0,1,1,0,0,0,0,0,0,0.000765
6524,2,66.0,1,1,0,0,0,0,0,0,0.000751
6525,3,66.0,1,1,0,0,0,0,0,0,0.00137
6526,2,66.0,1,1,0,0,0,0,0,0,0.001086
6527,3,66.0,1,1,0,0,0,0,0,0,0.00106
6528,2,66.0,1,1,0,0,0,0,0,0,0.002774
6529,3,66.0,1,1,0,0,0,0,0,0,0.002686
6530,2,66.0,1,1,0,0,0,0,0,0,0.001187
6531,3,66.0,1,1,0,0,0,0,0,0,0.000867
6532,3,66.0,1,1,0,0,0,0,0,0,0.000874
6533,3,66.0,1,1,0,0,0,0,0,0,0.003503
6534,2,66.0,1,1,0,0,0,0,0,0,0.000906
6535,3,66.0,1,1,0,0,0,0,0,0,0.00085
6536,2,66.0,1,1,0,0,0,0,0,0,0.000816
6537,3,66.0,1,1,0,0,0,0,0,0,0.005438
6538,2,66.0,1,1,0,0,0,0,0,0,0.002436
6539,3,66.0,1,1,0,0,0,0,0,0,0.002167
6540,2,66.0,1,1,0,0,0,0,0,0,0.000966
6541,2,66.0,1,1,0,0,0,0,0,0,0.000717
6542,3,66.0,1,1,0,0,0,0,0,0,0.000819
6543,2,66.0,1,1,0,0,0,0,0,0,0.000796
6544,4,66.0,1,1,0,0,0,0,0,0,0.000986
6545,2,66.0,1,1,0,0,0,0,0,0,0.001143
6546,3,66.0,1,1,0,0,0,0,0,0,0.001152
6547,2,66.0,1,1,0,0,0,0,0,0,0.000804
6548,3,66.0,1,1,0,0,0,0,0,0,0.001101
6549,2,66.0,1,1,0,0,0,0,0,0,0.003249
6550,3,66.0,1,1,0,0,0,0,0,0,0.000848
6551,2,66.0,1,1,0,0,0,0,0,0,0.000854
6552,3,66.0,1,1,0,0,0,0,0,0,0.001294
6553,2,66.0,1,1,0,0,0,0,0,0,0.004332
6554,4,66.0,1,1,0,0,0,0,0,0,0.006719
6555,2,66.0,1,1,0,0,0,0,0,0,0.005013
6556,4,66.0,1,1,0,0,0,0,0,0,0.005695
6557,2,66.0,1,1,0,0,0,0,0,0,0.002183
6558,3,66.0,1,1,0,0,0,0,0,0,0.000936
6559,2,66.0,1,1,0,0,0,0,0,0,0.000707
6560,3,66.0,1,1,0,0,0,0,0,0,0.000956
6561,2,66.0,1,1,0,0,0,0,0,0,0.001842
6562,3,66.0,1,1,0,0,0,0,0,0,0.001505
6563,2,66.0,1,1,0,0,0,0,0,0,0.000831
6564,3,66.0,1,1,0,0,0,0,0,0,0.001481
