Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change
10693,5,297.0,0,0,0,0
10694,5,297.0,0,0,0,0
10695,5,297.0,0,0,0,0
10696,5,297.0,0,0,0,0
10697,5,297.0,0,0,0,0
10698,5,297.0,0,0,0,0
10699,5,297.0,0,0,0,0
10700,5,297.0,0,0,0,0
10701,5,297.0,0,0,0,0
10702,5,297.0,0,0,0,0
10703,5,297.0,0,0,0,0
10704,5,297.0,0,0,0,0
10705,5,297.0,0,0,0,0
10706,5,297.0,0,0,0,0
10707,5,297.0,0,0,0,0
10708,5,297.0,0,0,0,0
10709,5,297.0,0,0,0,0
10710,5,297.0,0,0,0,0
10711,5,297.0,0,0,0,0
10712,5,297.0,0,0,0,0
10713,5,297.0,0,0,0,0
10714,5,297.0,0,0,0,0
10715,5,297.0,0,0,0,0
10716,5,297.0,0,0,0,0
10717,5,297.0,0,0,0,0
10718,5,297.0,0,0,0,0
10719,5,297.0,0,0,0,0
10720,5,297.0,0,0,0,0
10721,5,297.0,0,0,0,0
10722,5,297.0,0,0,0,0
10723,5,297.0,0,0,0,0
10724,5,297.0,0,0,0,0
10725,5,297.0,0,0,0,0
10726,5,297.0,0,0,0,0
10727,5,297.0,0,0,0,0
10728,5,297.0,0,0,0,0
10729,5,297.0,0,0,0,0
10730,5,297.0,0,0,0,0
10731,5,297.0,0,0,0,0
10732,5,297.0,0,0,0,0
10733,5,297.0,0,0,0,0
10734,5,297.0,0,0,0,0
10735,5,297.0,0,0,0,0
10736,5,297.0,0,0,0,0
10737,5,297.0,0,0,0,0
10738,5,297.0,0,0,0,0
10739,5,297.0,0,0,0,0
10740,5,297.0,0,0,0,0
10741,5,297.0,0,0,0,0
10742,4,297.0,0,0,0,0
10743,5,297.0,0,0,0,0
10744,5,297.0,0,0,0,0
10745,5,297.0,0,0,0,0
10746,5,297.0,0,0,0,0
10747,5,297.0,0,0,0,0
10748,5,297.0,0,0,0,0
10749,5,297.0,0,0,0,0
10750,5,297.0,0,0,0,0
10751,5,297.0,0,0,0,0
10752,5,297.0,0,0,0,0
10753,5,297.0,0,0,0,0
10754,5,297.0,0,0,0,0
10755,5,297.0,0,0,0,0
10756,5,297.0,0,0,0,0
10757,5,297.0,0,0,0,0
10758,5,297.0,0,0,0,0
10759,5,297.0,0,0,0,0
10760,5,297.0,0,0,0,0
10761,5,297.0,0,0,0,0
10762,5,297.0,0,0,0,0
10763,5,297.0,0,0,0,0
10764,5,297.0,0,0,0,0
10765,5,297.0,0,0,0,0
10766,5,297.0,0,0,0,0
10767,5,297.0,0,0,0,0
10768,5,297.0,0,0,0,0
10769,5,297.0,0,0,0,0
10770,5,297.0,0,0,0,0
10771,5,297.0,0,0,0,0
10772,5,297.0,0,0,0,0
10773,5,297.0,0,0,0,0
10774,5,297.0,0,0,0,0
10775,5,297.0,0,0,0,0
10776,5,297.0,0,0,0,0
10777,5,297.0,0,0,0,0
10778,5,297.0,0,0,0,0
10779,5,297.0,0,0,0,0
10780,5,297.0,0,0,0,0
10781,5,297.0,0,0,0,0
10782,5,297.0,0,0,0,0
10783,5,297.0,0,0,0,0
10784,5,297.0,0,0,0,0
10785,5,297.0,0,0,0,0
10786,5,297.0,0,0,0,0
10787,5,297.0,0,0,0,0
10788,5,297.0,0,0,0,0
10789,5,297.0,0,0,0,0
10790,5,297.0,0,0,0,0
10791,5,297.0,0,0,0,0
10792,5,297.0,0,0,0,0
10793,5,297.0,0,0,0,0
10794,5,297.0,0,0,0,0
10795,5,297.0,0,0,0,0
10796,5,297.0,0,0,0,0
10797,5,297.0,0,0,0,0
10798,5,297.0,0,0,0,0
10799,5,297.0,0,0,0,0
10800,5,297.0,0,0,0,0
10801,5,297.0,0,0,0,0
10802,5,297.0,0,0,0,0
10803,5,297.0,0,0,0,0
10804,5,297.0,0,0,0,0
10805,5,297.0,0,0,0,0
10806,5,297.0,0,0,0,0
10807,5,297.0,0,0,0,0
10808,5,297.0,0,0,0,0
10809,5,297.0,0,0,0,0
10810,5,297.0,0,0,0,0
10811,5,297.0,0,0,0,0
10812,5,297.0,0,0,0,0
10813,5,297.0,0,0,0,0
10814,5,297.0,0,0,0,0
10815,5,297.0,0,0,0,0
10816,5,297.0,0,0,0,0
10817,5,297.0,0,0,0,0
10818,5,297.0,0,0,0,0
10819,5,297.0,0,0,0,0
10820,5,297.0,0,0,0,0
10821,5,297.0,0,0,0,0
10822,5,297.0,0,0,0,0
10823,5,297.0,0,0,0,0
10824,5,297.0,0,0,0,0
10825,5,297.0,0,0,0,0
10826,5,297.0,0,0,0,0
10827,5,297.0,0,0,0,0
10828,5,297.0,0,0,0,0
10829,5,297.0,0,0,0,0
10830,5,297.0,0,0,0,0
10831,5,297.0,0,0,0,0
10832,5,297.0,0,0,0,0
10833,5,297.0,0,0,0,0
10834,5,297.0,0,0,0,0
10835,5,297.0,0,0,0,0
10836,5,297.0,0,0,0,0
10837,5,297.0,0,0,0,0
10838,5,297.0,0,0,0,0
10839,5,297.0,0,0,0,0
10840,5,297.0,0,0,0,0
10841,5,297.0,0,0,0,0
10842,5,297.0,0,0,0,0
10843,5,297.0,0,0,0,0
10844,5,297.0,0,0,0,0
10845,5,297.0,0,0,0,0
10846,5,297.0,0,0,0,0
10847,5,297.0,0,0,0,0
10848,5,297.0,0,0,0,0
10849,5,297.0,0,0,0,0
10850,5,297.0,0,0,0,0
10851,5,297.0,0,0,0,0
10852,5,297.0,0,0,0,0
10853,5,297.0,0,0,0,0
10854,5,297.0,0,0,0,0
10855,5,297.0,0,0,0,0
10856,5,297.0,0,0,0,0
10857,5,297.0,0,0,0,0
10858,5,297.0,0,0,0,0
10859,5,297.0,0,0,0,0
10860,5,297.0,0,0,0,0
10861,5,297.0,0,0,0,0
10862,5,297.0,0,0,0,0
10863,5,297.0,0,0,0,0
10864,5,297.0,0,0,0,0
10865,5,297.0,0,0,0,0
10866,5,297.0,0,0,0,0
10867,5,297.0,0,0,0,0
10868,5,297.0,0,0,0,0
10869,5,297.0,0,0,0,0
10870,5,297.0,0,0,0,0
10871,5,297.0,0,0,0,0
10872,5,297.0,0,0,0,0
10873,5,297.0,0,0,0,0
10874,5,297.0,0,0,0,0
10875,5,297.0,0,0,0,0
10876,5,297.0,0,0,0,0
10877,5,297.0,0,0,0,0
10878,5,297.0,0,0,0,0
10879,5,297.0,0,0,0,0
10880,5,297.0,0,0,0,0
10881,5,297.0,0,0,0,0
10882,5,297.0,0,0,0,0
10883,5,297.0,0,0,0,0
10884,5,297.0,0,0,0,0
10885,5,297.0,0,0,0,0
10886,5,297.0,0,0,0,0
10887,5,297.0,0,0,0,0
10888,5,297.0,0,0,0,0
10889,5,297.0,0,0,0,0
10890,5,297.0,0,0,0,0
10891,5,297.0,0,0,0,0
10892,5,297.0,0,0,0,0
10893,5,297.0,0,0,0,0
10894,5,297.0,0,0,0,0
10895,5,297.0,0,0,0,0
10896,5,297.0,0,0,0,0
10897,5,297.0,0,0,0,0
10898,5,297.0,0,0,0,0
10899,5,297.0,0,0,0,0
10900,5,297.0,0,0,0,0
10901,5,297.0,0,0,0,0
10902,5,297.0,0,0,0,0
10903,5,297.0,0,0,0,0
10904,5,297.0,0,0,0,0
10905,5,297.0,0,0,0,0
10906,5,297.0,0,0,0,0
10907,5,297.0,0,0,0,0
10908,5,297.0,0,0,0,0
10909,5,297.0,0,0,0,0
10910,5,297.0,0,0,0,0
10911,5,297.0,0,0,0,0
10912,5,297.0,0,0,0,0
10913,5,297.0,0,0,0,0
10914,5,297.0,0,0,0,0
10915,5,297.0,0,0,0,0
10916,5,297.0,0,0,0,0
10917,5,297.0,0,0,0,0
10918,5,297.0,0,0,0,0
10919,5,297.0,0,0,0,0
10920,5,297.0,0,0,0,0
10921,5,297.0,0,0,0,0
10922,5,297.0,0,0,0,0
10923,5,297.0,0,0,0,0
10924,5,297.0,0,0,0,0
10925,5,297.0,0,0,0,0
10926,5,297.0,0,0,0,0
10927,5,297.0,0,0,0,0
10928,5,297.0,0,0,0,0
10929,5,297.0,0,0,0,0
10930,5,297.0,0,0,0,0
10931,5,297.0,0,0,0,0
10932,5,297.0,0,0,0,0
10933,5,297.0,0,0,0,0
10934,5,297.0,0,0,0,0
10935,5,297.0,0,0,0,0
10936,5,297.0,0,0,0,0
10937,5,297.0,0,0,0,0
10938,5,297.0,0,0,0,0
10939,5,297.0,0,0,0,0
10940,5,297.0,0,0,0,0
10941,5,297.0,0,0,0,0
10942,5,297.0,0,0,0,0
10943,5,297.0,0,0,0,0
10944,5,297.0,0,0,0,0
10945,5,297.0,0,0,0,0
10946,5,297.0,0,0,0,0
10947,5,297.0,0,0,0,0
10948,5,297.0,0,0,0,0
10949,5,297.0,0,0,0,0
10950,5,297.0,0,0,0,0
10951,5,297.0,0,0,0,0
10952,5,297.0,0,0,0,0
10953,5,297.0,0,0,0,0
10954,5,297.0,0,0,0,0
10955,5,297.0,0,0,0,0
10956,5,297.0,0,0,0,0
10957,5,297.0,0,0,0,0
10958,5,297.0,0,0,0,0
10959,5,297.0,0,0,0,0
10960,4,297.0,0,0,0,0
10961,5,297.0,0,0,0,0
10962,5,297.0,0,0,0,0
10963,5,297.0,0,0,0,0
10964,5,297.0,0,0,0,0
10965,5,297.0,0,0,0,0
10966,5,297.0,0,0,0,0
10967,5,297.0,0,0,0,0
10968,5,297.0,0,0,0,0
10969,5,297.0,0,0,0,0
10970,5,297.0,0,0,0,0
10971,5,297.0,0,0,0,0
10972,5,297.0,0,0,0,0
10973,5,297.0,0,0,0,0
10974,5,297.0,0,0,0,0
10975,5,297.0,0,0,0,0
10976,5,297.0,0,0,0,0
10977,5,297.0,0,0,0,0
10978,5,297.0,0,0,0,0
10979,5,297.0,0,0,0,0
10980,5,297.0,0,0,0,0
10981,5,297.0,0,0,0,0
10982,5,297.0,0,0,0,0
10983,5,297.0,0,0,0,0
10984,5,297.0,0,0,0,0
10985,5,297.0,0,0,0,0
10986,5,297.0,0,0,0,0
10987,5,297.0,0,0,0,0
10988,5,297.0,0,0,0,0
10989,5,297.0,0,0,0,0
10990,5,297.0,0,0,0,0
10991,5,297.0,0,0,0,0
10992,5,297.0,0,0,0,0
10993,5,297.0,0,0,0,0
10994,5,297.0,0,0,0,0
10995,5,297.0,0,0,0,0
10996,5,297.0,0,0,0,0
10997,5,297.0,0,0,0,0
10998,5,297.0,0,0,0,0
10999,5,297.0,0,0,0,0
11000,5,297.0,0,0,0,0
11001,5,297.0,0,0,0,0
11002,5,297.0,0,0,0,0
11003,5,297.0,0,0,0,0
11004,5,297.0,0,0,0,0
11005,5,297.0,0,0,0,0
11006,5,297.0,0,0,0,0
11007,5,297.0,0,0,0,0
11008,5,297.0,0,0,0,0
11009,5,297.0,0,0,0,0
11010,5,297.0,0,0,0,0
11011,5,297.0,0,0,0,0
11012,5,297.0,0,0,0,0
11013,5,297.0,0,0,0,0
11014,5,297.0,0,0,0,0
11015,5,297.0,0,0,0,0
11016,5,297.0,0,0,0,0
11017,5,297.0,0,0,0,0
11018,5,297.0,0,0,0,0
11019,5,297.0,0,0,0,0
11020,5,297.0,0,0,0,0
11021,5,297.0,0,0,0,0
11022,5,297.0,0,0,0,0
11023,5,297.0,0,0,0,0
11024,5,297.0,0,0,0,0
11025,5,297.0,0,0,0,0
11026,5,297.0,0,0,0,0
11027,5,297.0,0,0,0,0
11028,5,297.0,0,0,0,0
11029,5,297.0,0,0,0,0
11030,5,297.0,0,0,0,0
11031,5,297.0,0,0,0,0
11032,5,297.0,0,0,0,0
11033,5,297.0,0,0,0,0
11034,5,297.0,0,0,0,0
11035,5,297.0,0,0,0,0
11036,5,297.0,0,0,0,0
11037,5,297.0,0,0,0,0
11038,5,297.0,0,0,0,0
11039,5,297.0,0,0,0,0
11040,5,297.0,0,0,0,0
11041,5,297.0,0,0,0,0
11042,5,297.0,0,0,0,0
11043,5,297.0,0,0,0,0
11044,5,297.0,0,0,0,0
11045,5,297.0,0,0,0,0
11046,5,297.0,0,0,0,0
11047,5,297.0,0,0,0,0
11048,5,297.0,0,0,0,0
11049,5,297.0,0,0,0,0
11050,5,297.0,0,0,0,0
11051,5,297.0,0,0,0,0
11052,5,297.0,0,0,0,0
11053,5,297.0,0,0,0,0
11054,5,297.0,0,0,0,0
11055,5,297.0,0,0,0,0
11056,5,297.0,0,0,0,0
11057,5,297.0,0,0,0,0
11058,5,297.0,0,0,0,0
11059,5,297.0,0,0,0,0
11060,5,297.0,0,0,0,0
11061,5,297.0,0,0,0,0
11062,5,297.0,0,0,0,0
11063,5,297.0,0,0,0,0
