Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed
2815,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2816,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2817,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2818,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2819,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2820,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2821,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2822,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2823,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2824,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2825,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2826,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2827,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2828,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2829,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2830,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2831,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2832,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2833,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2834,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2835,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2836,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2837,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2838,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2839,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2840,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2841,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
2842,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2843,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2844,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2845,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2846,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2847,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2848,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2849,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2850,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2851,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2852,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2853,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
2854,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2855,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2856,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2857,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2858,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2859,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2860,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2861,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2862,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2863,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2864,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2865,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2866,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2867,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2868,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2869,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2870,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2871,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2872,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2873,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2874,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2875,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2876,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2877,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2878,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2879,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2880,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2881,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2882,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2883,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2884,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2885,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2886,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2887,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2888,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2889,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2890,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2891,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2892,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2893,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2894,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2895,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2896,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2897,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2898,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2899,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2900,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2901,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
2902,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2903,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2904,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2905,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2906,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2907,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2908,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2909,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2910,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2911,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2912,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2913,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
2914,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2915,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2916,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2917,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2918,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2919,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2920,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2921,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2922,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2923,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2924,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2925,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2926,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2927,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2928,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2929,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2930,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2931,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2932,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2933,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2934,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2935,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2936,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2937,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2938,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2939,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2940,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2941,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2942,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2943,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2944,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2945,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2946,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2947,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2948,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2949,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2950,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2951,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2952,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2953,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2954,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2955,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2956,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2957,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2958,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2959,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2960,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2961,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
2962,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2963,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2964,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2965,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2966,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2967,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2968,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2969,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2970,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2971,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2972,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2973,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
2974,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2975,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2976,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2977,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2978,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2979,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2980,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2981,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2982,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2983,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2984,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2985,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2986,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2987,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2988,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2989,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2990,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2991,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2992,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2993,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2994,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2995,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
2996,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2997,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2998,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2999,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3000,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3001,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3002,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3003,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3004,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3005,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
3006,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3007,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
3008,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3009,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3010,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3011,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3012,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3013,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3014,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3015,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
3016,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3017,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3018,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
3019,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
3020,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
3021,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
