Window_Num,Num_Packets,Avg_Length,Flag_Ack,Flag_Retransmission,Flag_Reset,Flag_Syn,Flag_Fin,Src_Port_Changed,Dst_Port_Changed,Round_Trip_Time
2815,4,66,1,0,0,0,0,0,0,1e-05
2816,6,66,1,0,0,0,0,0,0,9e-06
2817,5,66,1,0,0,0,0,0,0,2.3e-05
2818,6,66,1,0,0,0,0,0,0,2.6e-05
2819,4,66,1,0,0,0,0,0,0,9e-06
2820,5,66,1,0,0,0,0,0,0,2.4e-05
2821,5,66,1,0,0,0,0,0,0,2.7e-05
2822,5,66,1,0,0,0,0,0,0,2.4e-05
2823,5,66,1,0,0,0,0,0,0,1.3e-05
2824,5,66,1,0,0,0,0,0,0,2.4e-05
2825,4,66,1,0,0,0,0,0,0,9e-06
2826,6,66,1,0,0,0,0,0,0,2.8e-05
2827,4,66,1,0,0,0,0,0,0,2.6e-05
2828,6,66,1,0,0,0,0,0,0,2.4e-05
2829,5,66,1,0,0,0,0,0,0,3.1e-05
2830,4,66,1,0,0,0,0,0,0,7e-06
2831,6,66,1,0,0,0,0,0,0,3.3e-05
2832,4,66,1,0,0,0,0,0,0,1.3e-05
2833,6,66,1,0,0,0,0,0,0,4.6e-05
2834,4,66,1,0,0,0,0,0,0,2.6e-05
2835,6,66,1,0,0,0,0,0,0,2.6e-05
2836,4,66,1,0,0,0,0,0,0,1.3e-05
2837,5,66,1,0,0,0,0,0,0,1e-05
2838,5,66,1,0,0,0,0,0,0,3.4e-05
2839,5,66,1,0,0,0,0,0,0,2.4e-05
2840,5,66,1,0,0,0,0,0,0,1.3e-05
2841,6,66,1,0,0,0,0,0,0,6e-06
2842,4,66,1,0,0,0,0,0,0,9e-06
2843,6,66,1,0,0,0,0,0,0,0.041722
2844,4,66,1,0,0,0,0,0,0,9e-06
2845,6,66,1,0,0,0,0,0,0,2.6e-05
2846,4,66,1,0,0,0,0,0,0,1.4e-05
2847,5,66,1,0,0,0,0,0,0,9e-06
2848,5,66,1,0,0,0,0,0,0,1.3e-05
2849,5,66,1,0,0,0,0,0,0,2.5e-05
2850,5,66,1,0,0,0,0,0,0,1.2e-05
2851,5,66,1,0,0,0,0,0,0,1e-05
2852,4,66,1,0,0,0,0,0,0,2.6e-05
2853,7,66,1,0,0,0,0,0,0,2.4e-05
2854,4,66,1,0,0,0,0,0,0,9e-06
2855,6,66,1,0,0,0,0,0,0,2.7e-05
2856,4,66,1,0,0,0,0,0,0,0.040088
2857,5,66,1,0,0,0,0,0,0,9e-06
2858,5,66,1,0,0,0,0,0,0,2.8e-05
2859,5,66,1,0,0,0,0,0,0,9e-06
2860,5,66,1,0,0,0,0,0,0,1.3e-05
2861,4,66,1,0,0,0,0,0,0,1.5e-05
2862,5,66,1,0,0,0,0,0,0,9e-06
2863,5,66,1,0,0,0,0,0,0,2.8e-05
2864,5,66,1,0,0,0,0,0,0,2.9e-05
2865,6,66,1,0,0,0,0,0,0,1.3e-05
2866,5,66,1,0,0,0,0,0,0,2.2e-05
2867,4,66,1,0,0,0,0,0,0,9e-06
2868,6,66,1,0,0,0,0,0,0,1.2e-05
2869,4,66,1,0,0,0,0,0,0,1.1e-05
2870,5,66,1,0,0,0,0,0,0,1e-05
2871,5,66,1,0,0,0,0,0,0,1.5e-05
2872,5,66,1,0,0,0,0,0,0,2.4e-05
2873,5,66,1,0,0,0,0,0,0,5.2e-05
2874,5,66,1,0,0,0,0,0,0,9e-06
2875,5,66,1,0,0,0,0,0,0,3.3e-05
2876,5,66,1,0,0,0,0,0,0,2.5e-05
2877,5,66,1,0,0,0,0,0,0,6e-06
2878,6,66,1,0,0,0,0,0,0,9e-06
2879,4,66,1,0,0,0,0,0,0,1.1e-05
2880,5,66,1,0,0,0,0,0,0,9e-06
2881,5,66,1,0,0,0,0,0,0,2.9e-05
2882,5,66,1,0,0,0,0,0,0,2.4e-05
2883,5,66,1,0,0,0,0,0,0,4e-05
2884,5,66,1,0,0,0,0,0,0,2.6e-05
2885,4,66,1,0,0,0,0,0,0,3e-05
2886,6,66,1,0,0,0,0,0,0,9e-06
2887,4,66,1,0,0,0,0,0,0,2.8e-05
2888,6,66,1,0,0,0,0,0,0,2.4e-05
2889,5,66,1,0,0,0,0,0,0,9e-06
2890,5,66,1,0,0,0,0,0,0,2.3e-05
2891,5,66,1,0,0,0,0,0,0,1.8e-05
2892,4,66,1,0,0,0,0,0,0,1.4e-05
2893,6,66,1,0,0,0,0,0,0,1.2e-05
2894,4,66,1,0,0,0,0,0,0,2.7e-05
2895,5,66,1,0,0,0,0,0,0,1e-05
2896,5,66,1,0,0,0,0,0,0,3.1e-05
2897,5,66,1,0,0,0,0,0,0,1e-05
