Window_Num,Num_Packets,Avg_Length,Flag_Ack,Flag_Retransmission,Flag_Reset,Flag_Syn,Flag_Fin,Src_Port_Changed,Dst_Port_Changed,Round_Trip_Time
2815,2,66,1,0,0,0,0,0,0,0.000812
2816,3,66,1,0,0,0,0,0,0,0.000802
2817,3,66,1,0,0,0,0,0,0,0.004843
2818,3,66,1,0,0,0,0,0,0,0.005475
2819,2,66,1,0,0,0,0,0,0,0.008139
2820,3,66,1,0,0,0,0,0,0,0.006222
2821,2,66,1,0,0,0,0,0,0,0.00095
2822,3,66,1,0,0,0,0,0,0,0.001116
2823,2,66,1,0,0,0,0,0,0,0.000961
2824,3,66,1,0,0,0,0,0,0,0.000835
2825,2,66,1,0,0,0,0,0,0,0.00134
2826,3,66,1,0,0,0,0,0,0,0.000939
2827,2,66,1,0,0,0,0,0,0,0.001294
2828,3,66,1,0,0,0,0,0,0,0.000723
2829,3,66,1,0,0,0,0,0,0,0.002544
2830,2,66,1,0,0,0,0,0,0,0.000712
2831,3,66,1,0,0,0,0,0,0,0.000824
2832,2,66,1,0,0,0,0,0,0,0.001276
2833,3,66,1,0,0,0,0,0,0,0.000749
2834,2,66,1,0,0,0,0,0,0,0.00086
2835,3,66,1,0,0,0,0,0,0,0.001982
2836,2,66,1,0,0,0,0,0,0,0.002802
2837,3,66,1,0,0,0,0,0,0,0.002894
2838,2,66,1,0,0,0,0,0,0,0.001752
2839,3,66,1,0,0,0,0,0,0,0.00483
2840,2,66,1,0,0,0,0,0,0,0.00331
2841,4,66,1,0,0,0,0,0,0,0.00262
2842,2,66,1,0,0,0,0,0,0,0.003489
2843,3,66,1,0,0,0,0,0,0,0.005735
2844,2,66,1,0,0,0,0,0,0,0.000747
2845,3,66,1,0,0,0,0,0,0,0.00083
2846,2,66,1,0,0,0,0,0,0,0.001769
2847,3,66,1,0,0,0,0,0,0,0.0026
2848,2,66,1,0,0,0,0,0,0,0.00589
2849,3,66,1,0,0,0,0,0,0,0.001096
2850,2,66,1,0,0,0,0,0,0,0.000813
2851,3,66,1,0,0,0,0,0,0,0.001264
2852,2,66,1,0,0,0,0,0,0,0.000859
2853,4,66,1,0,0,0,0,0,0,0.008506
2854,2,66,1,0,0,0,0,0,0,0.001308
2855,3,66,1,0,0,0,0,0,0,0.000778
2856,2,66,1,0,0,0,0,0,0,0.001073
2857,3,66,1,0,0,0,0,0,0,0.001208
2858,2,66,1,0,0,0,0,0,0,0.000761
2859,3,66,1,0,0,0,0,0,0,0.00114
2860,2,66,1,0,0,0,0,0,0,0.000843
2861,2,66,1,0,0,0,0,0,0,0.001038
2862,3,66,1,0,0,0,0,0,0,0.003526
2863,2,66,1,0,0,0,0,0,0,0.000841
2864,3,66,1,0,0,0,0,0,0,0.001069
2865,3,66,1,0,0,0,0,0,0,0.002361
2866,3,66,1,0,0,0,0,0,0,0.00084
2867,2,66,1,0,0,0,0,0,0,0.002521
2868,3,66,1,0,0,0,0,0,0,0.00168
2869,2,66,1,0,0,0,0,0,0,0.003241
2870,3,66,1,0,0,0,0,0,0,0.002161
2871,2,66,1,0,0,0,0,0,0,0.004476
2872,3,66,1,0,0,0,0,0,0,0.005247
2873,2,66,1,0,0,0,0,0,0,0.00262
2874,3,66,1,0,0,0,0,0,0,0.001157
2875,2,66,1,0,0,0,0,0,0,0.00118
2876,3,66,1,0,0,0,0,0,0,0.000821
2877,3,66,1,0,0,0,0,0,0,0.001098
2878,3,66,1,0,0,0,0,0,0,0.001855
2879,2,66,1,0,0,0,0,0,0,0.000864
2880,3,66,1,0,0,0,0,0,0,0.001129
2881,2,66,1,0,0,0,0,0,0,0.000756
2882,3,66,1,0,0,0,0,0,0,0.002588
2883,2,66,1,0,0,0,0,0,0,0.001207
2884,3,66,1,0,0,0,0,0,0,0.000788
2885,2,66,1,0,0,0,0,0,0,0.000936
2886,3,66,1,0,0,0,0,0,0,0.003555
2887,2,66,1,0,0,0,0,0,0,0.00092
2888,3,66,1,0,0,0,0,0,0,0.004154
2889,3,66,1,0,0,0,0,0,0,0.00216
2890,3,66,1,0,0,0,0,0,0,0.003338
2891,2,66,1,0,0,0,0,0,0,0.001177
2892,2,66,1,0,0,0,0,0,0,0.000852
2893,3,66,1,0,0,0,0,0,0,0.002028
2894,2,66,1,0,0,0,0,0,0,0.000822
2895,3,66,1,0,0,0,0,0,0,0.000788
2896,2,66,1,0,0,0,0,0,0,0.001275
2897,3,66,1,0,0,0,0,0,0,0.000899
2898,2,66,1,0,0,0,0,0,0,0.003792
2899,3,66,1,0,0,0,0,0,0,0.001146
2900,2,66,1,0,0,0,0,0,0,0.004553
2901,4,66,1,0,0,0,0,0,0,0.000884
2902,2,66,1,0,0,0,0,0,0,0.000795
2903,3,66,1,0,0,0,0,0,0,0.000801
2904,2,66,1,0,0,0,0,0,0,0.001188
2905,3,66,1,0,0,0,0,0,0,0.000871
2906,2,66,1,0,0,0,0,0,0,0.002728
2907,3,66,1,0,0,0,0,0,0,0.001477
2908,2,66,1,0,0,0,0,0,0,0.002463
2909,3,66,1,0,0,0,0,0,0,0.000995
2910,2,66,1,0,0,0,0,0,0,0.000951
2911,3,66,1,0,0,0,0,0,0,0.001303
2912,2,66,1,0,0,0,0,0,0,0.001129
2913,4,66,1,0,0,0,0,0,0,0.001406
2914,2,66,1,0,0,0,0,0,0,0.00106
2915,3,66,1,0,0,0,0,0,0,0.001283
2916,2,66,1,0,0,0,0,0,0,0.000784
2917,3,66,1,0,0,0,0,0,0,0.001437
2918,2,66,1,0,0,0,0,0,0,0.002868
2919,3,66,1,0,0,0,0,0,0,0.001018
2920,2,66,1,0,0,0,0,0,0,0.00124
