Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed
1015,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
