Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed
4610,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4618,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4619,3,18.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4624,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,3,17.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,2,17.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
