Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change,Num_Events
4610,5,297.0,0,0,0,0,0
4611,5,297.0,0,0,0,0,0
4612,5,297.0,0,0,0,0,0
4613,5,297.0,0,0,0,0,0
4614,5,297.0,0,0,0,0,0
4615,5,297.0,0,0,0,0,0
4616,5,297.0,0,0,0,0,0
4617,5,297.0,0,0,0,0,0
4618,5,297.0,0,0,0,0,0
4619,5,297.0,0,0,0,0,0
4620,5,297.0,0,0,0,0,0
4621,5,297.0,0,0,0,0,0
4622,5,297.0,0,0,0,0,0
4623,5,297.0,0,0,0,0,0
4624,5,297.0,0,0,0,0,0
4625,5,297.0,0,0,0,0,0
4626,5,297.0,0,0,0,0,0
4627,5,297.0,0,0,0,0,0
4628,5,297.0,0,0,0,0,0
4629,5,297.0,0,0,0,0,0
4630,5,297.0,0,0,0,0,0
4631,5,297.0,0,0,0,0,0
4632,5,297.0,0,0,0,0,0
4633,5,297.0,0,0,0,0,0
4634,5,297.0,0,0,0,0,0
4635,5,297.0,0,0,0,0,0
4636,5,297.0,0,0,0,0,0
4637,5,297.0,0,0,0,0,0
4638,5,297.0,0,0,0,0,0
4639,5,297.0,0,0,0,0,0
4640,5,297.0,0,0,0,0,0
4641,5,297.0,0,0,0,0,0
4642,5,297.0,0,0,0,0,0
4643,5,297.0,0,0,0,0,0
4644,5,297.0,0,0,0,0,0
4645,5,297.0,0,0,0,0,0
4646,5,297.0,0,0,0,0,0
4647,5,297.0,0,0,0,0,0
4648,5,297.0,0,0,0,0,0
4649,5,297.0,0,0,0,0,0
4650,5,297.0,0,0,0,0,0
4651,5,297.0,0,0,0,0,0
4652,5,297.0,0,0,0,0,0
4653,5,297.0,0,0,0,0,0
4654,5,297.0,0,0,0,0,0
4655,5,297.0,0,0,0,0,0
4656,5,297.0,0,0,0,0,0
4657,5,297.0,0,0,0,0,0
4658,5,297.0,0,0,0,0,0
4659,5,297.0,0,0,0,0,0
4660,5,297.0,0,0,0,0,0
4661,5,297.0,0,0,0,0,0
4662,5,297.0,0,0,0,0,0
4663,5,297.0,0,0,0,0,0
4664,5,297.0,0,0,0,0,0
4665,5,297.0,0,0,0,0,0
4666,5,297.0,0,0,0,0,0
4667,13,295.69,1,0,0,0,0
4668,5,296.0,1,0,0,0,0
4669,5,296.0,1,0,0,0,0
4670,5,296.0,1,0,0,0,0
4671,5,296.0,1,0,0,0,0
4672,5,296.0,1,0,0,0,0
4673,5,296.0,1,0,0,0,0
4674,5,296.0,1,0,0,0,0
4675,5,296.0,1,0,0,0,0
4676,5,296.0,1,0,0,0,0
4677,5,296.0,1,0,0,0,0
4678,5,296.0,1,0,0,0,0
4679,5,296.0,1,0,0,0,0
4680,5,296.0,1,0,0,0,0
4681,5,296.0,1,0,0,0,0
4682,5,296.0,1,0,0,0,0
4683,5,296.0,1,0,0,0,0
4684,5,296.0,1,0,0,0,0
4685,5,296.0,1,0,0,0,0
4686,5,296.0,1,0,0,0,0
4687,5,296.0,1,0,0,0,0
4688,5,296.0,1,0,0,0,0
4689,5,296.0,1,0,0,0,0
4690,5,296.0,1,0,0,0,0
4691,5,296.0,1,0,0,0,0
4692,5,296.8,1,0,0,0,0
4693,5,297.0,1,0,0,0,0
4694,5,297.0,1,0,0,0,0
4695,5,297.0,1,0,0,0,0
4696,5,297.0,1,0,0,0,0
4697,5,297.0,1,0,0,0,0
4698,5,297.0,1,0,0,0,0
4699,5,297.0,1,0,0,0,0
4700,4,297.0,1,0,0,0,0
4701,5,297.0,1,0,0,0,0
4702,5,297.0,1,0,0,0,0
4703,5,297.0,1,0,0,0,0
4704,5,297.0,1,0,0,0,0
4705,5,297.0,1,0,0,0,0
4706,5,297.0,1,0,0,0,0
4707,5,297.0,1,0,0,0,0
4708,5,297.0,1,0,0,0,0
4709,5,297.0,1,0,0,0,0
4710,5,297.0,1,0,0,0,0
4711,5,297.0,1,0,0,0,0
4712,5,297.0,1,0,0,0,0
4713,5,297.0,1,0,0,0,0
4714,5,297.0,1,0,0,0,0
4715,5,297.0,1,0,0,0,0
4716,5,297.0,1,0,0,0,0
4717,5,297.0,1,0,0,0,0
4718,5,297.0,1,0,0,0,0
4719,5,297.0,1,0,0,0,0
4720,5,297.0,1,0,0,0,0
4721,5,297.0,1,0,0,0,0
4722,5,297.0,1,0,0,0,0
4723,5,297.0,1,0,0,0,0
4724,5,297.0,1,0,0,0,0
4725,5,297.0,1,0,0,0,0
4726,5,297.0,1,0,0,0,0
4727,5,297.0,1,0,0,0,0
4728,5,297.0,1,0,0,0,0
4729,5,297.0,1,0,0,0,0
4730,5,297.0,1,0,0,0,0
4731,5,297.0,1,0,0,0,0
4732,5,297.0,1,0,0,0,0
4733,5,297.0,1,0,0,0,0
4734,5,297.0,1,0,0,0,0
4735,5,297.0,1,0,0,0,0
4736,5,297.0,1,0,0,0,0
4737,5,297.0,1,0,0,0,0
4738,5,297.0,1,0,0,0,0
4739,5,297.0,1,0,0,0,0
4740,5,297.0,1,0,0,0,0
4741,5,297.0,1,0,0,0,0
4742,5,297.0,1,0,0,0,0
4743,5,297.0,1,0,0,0,0
4744,5,297.0,1,0,0,0,0
4745,5,297.0,1,0,0,0,0
4746,5,297.0,1,0,0,0,0
4747,5,297.0,1,0,0,0,0
4748,5,297.0,1,0,0,0,0
4749,5,297.0,1,0,0,0,0
4750,5,297.0,1,0,0,0,0
4751,5,297.0,1,0,0,0,0
4752,5,297.0,1,0,0,0,0
4753,5,297.0,1,0,0,0,0
4754,5,297.0,1,0,0,0,0
4755,5,297.0,1,0,0,0,0
4756,5,297.0,1,0,0,0,0
4757,5,297.0,1,0,0,0,0
4758,5,297.0,1,0,0,0,0
4759,5,297.0,1,0,0,0,0
4760,5,297.0,1,0,0,0,0
4761,5,297.0,1,0,0,0,0
