Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change
9709,1,297.0,0,0,0,0
9710,5,297.0,0,0,0,0
9711,5,297.0,0,0,0,0
9712,5,297.0,0,0,0,0
9713,5,297.0,0,0,0,0
9714,5,297.0,0,0,0,0
9715,5,297.0,0,0,0,0
9716,5,297.0,0,0,0,0
9717,5,297.0,0,0,0,0
9718,5,297.0,0,0,0,0
9719,4,297.0,0,0,0,0
9720,5,297.0,0,0,0,0
9721,5,297.0,0,0,0,0
9722,5,297.0,0,0,0,0
9723,5,297.0,0,0,0,0
9724,5,297.0,0,0,0,0
9725,5,297.0,0,0,0,0
9726,5,297.0,0,0,0,0
9727,5,297.0,0,0,0,0
9728,5,297.0,0,0,0,0
9729,5,297.0,0,0,0,0
9730,5,297.0,0,0,0,0
9731,5,297.0,0,0,0,0
9732,5,297.0,0,0,0,0
9733,5,297.0,0,0,0,0
9734,5,297.0,0,0,0,0
9735,5,297.0,0,0,0,0
9736,5,297.0,0,0,0,0
9737,5,297.0,0,0,0,0
9738,5,297.0,0,0,0,0
9739,5,297.0,0,0,0,0
9740,5,297.0,0,0,0,0
9741,5,297.0,0,0,0,0
9742,5,297.0,0,0,0,0
9743,5,297.0,0,0,0,0
9744,5,297.0,0,0,0,0
9745,5,297.0,0,0,0,0
9746,5,297.0,0,0,0,0
9747,5,297.0,0,0,0,0
9748,5,297.0,0,0,0,0
9749,5,297.0,0,0,0,0
9750,5,297.0,0,0,0,0
9751,5,297.0,0,0,0,0
9752,5,297.0,0,0,0,0
9753,5,297.0,0,0,0,0
9754,5,297.0,0,0,0,0
9755,5,297.0,0,0,0,0
9756,5,297.0,0,0,0,0
9757,5,297.0,0,0,0,0
9758,5,297.0,0,0,0,0
9759,5,297.0,0,0,0,0
9760,5,297.0,0,0,0,0
9761,5,297.0,0,0,0,0
9762,5,297.0,0,0,0,0
9763,5,297.0,0,0,0,0
9764,5,297.0,0,0,0,0
9765,5,297.0,0,0,0,0
9766,5,297.0,0,0,0,0
9767,5,297.0,0,0,0,0
9768,5,297.0,0,0,0,0
9769,5,297.0,0,0,0,0
9770,5,297.0,0,0,0,0
9771,5,297.0,0,0,0,0
9772,5,297.0,0,0,0,0
9773,5,297.0,0,0,0,0
9774,5,297.0,0,0,0,0
9775,5,297.0,0,0,0,0
9776,5,297.0,0,0,0,0
9777,5,297.0,0,0,0,0
9778,5,297.0,0,0,0,0
9779,5,297.0,0,0,0,0
9780,5,297.0,0,0,0,0
9781,5,297.0,0,0,0,0
9782,5,297.0,0,0,0,0
9783,5,297.0,0,0,0,0
9784,5,297.0,0,0,0,0
9785,5,297.0,0,0,0,0
9786,5,297.0,0,0,0,0
9787,5,297.0,0,0,0,0
9788,5,297.0,0,0,0,0
9789,5,297.0,0,0,0,0
9790,5,297.0,0,0,0,0
9791,5,297.0,0,0,0,0
9792,5,297.0,0,0,0,0
9793,5,297.0,0,0,0,0
