Window_Num,Num_Packets,Avg_Length,Num_Streams,Flag_Ack,Flag_Retransmission,Flag_Reset,Flag_Syn,Flag_Fin,Src_Port_Changed,Dst_Port_Changed,Round_Trip_Time
6341,3,66.0,1,1,0,0,0,0,0,0,9e-06
6342,2,66.0,1,1,0,0,0,0,0,0,9e-06
6343,3,66.0,1,1,0,0,0,0,0,0,2.6e-05
6344,2,66.0,1,1,0,0,0,0,0,0,9e-06
6345,3,66.0,1,1,0,0,0,0,0,0,9e-06
6346,2,66.0,1,1,0,0,0,0,0,0,9e-06
6347,3,66.0,1,1,0,0,0,0,0,0,9e-06
6348,2,66.0,1,1,0,0,0,0,0,0,9e-06
6349,3,66.0,1,1,0,0,0,0,0,0,9e-06
6350,2,66.0,1,1,0,0,0,0,0,0,4e-05
6351,3,66.0,1,1,0,0,0,0,0,0,1e-05
6352,3,66.0,1,1,0,0,0,0,0,0,9e-06
6353,3,66.0,1,1,0,0,0,0,0,0,1e-05
6354,2,66.0,1,1,0,0,0,0,0,0,1e-05
6355,2,66.0,1,1,0,0,0,0,0,0,9e-06
6356,3,66.0,1,1,0,0,0,0,0,0,1.3e-05
6357,2,66.0,1,1,0,0,0,0,0,0,1e-05
6358,3,66.0,1,1,0,0,0,0,0,0,2.7e-05
6359,2,66.0,1,1,0,0,0,0,0,0,2.4e-05
6360,3,66.0,1,1,0,0,0,0,0,0,1e-05
6361,2,66.0,1,1,0,0,0,0,0,0,2.8e-05
6362,3,66.0,1,1,0,0,0,0,0,0,1.1e-05
6363,2,66.0,1,1,0,0,0,0,0,0,2.4e-05
6364,4,66.0,1,1,0,0,0,0,0,0,3.2e-05
6365,2,66.0,1,1,0,0,0,0,0,0,9e-06
6366,3,66.0,1,1,0,0,0,0,0,0,1e-05
6367,2,66.0,1,1,0,0,0,0,0,0,2.4e-05
6368,3,66.0,1,1,0,0,0,0,0,0,9e-06
6369,2,66.0,1,1,0,0,0,0,0,0,1e-05
6370,3,66.0,1,1,0,0,0,0,0,0,9e-06
6371,2,66.0,1,1,0,0,0,0,0,0,2.6e-05
6372,3,66.0,1,1,0,0,0,0,0,0,2.3e-05
6373,2,66.0,1,1,0,0,0,0,0,0,9e-06
6374,3,66.0,1,1,0,0,0,0,0,0,1e-05
6375,2,66.0,1,1,0,0,0,0,0,0,9e-06
6376,4,66.0,1,1,0,0,0,0,0,0,2.3e-05
6377,2,66.0,1,1,0,0,0,0,0,0,9e-06
6378,3,66.0,1,1,0,0,0,0,0,0,9e-06
6379,2,66.0,1,1,0,0,0,0,0,0,2.7e-05
6380,3,66.0,1,1,0,0,0,0,0,0,9e-06
6381,2,66.0,1,1,0,0,0,0,0,0,1e-05
6382,3,66.0,1,1,0,0,0,0,0,0,2.3e-05
6383,2,66.0,1,1,0,0,0,0,0,0,1e-05
6384,3,66.0,1,1,0,0,0,0,0,0,9e-06
6385,2,66.0,1,1,0,0,0,0,0,0,1e-05
6386,2,66.0,1,1,0,0,0,0,0,0,1e-05
6387,3,66.0,1,1,0,0,0,0,0,0,1.1e-05
6388,3,66.0,1,1,0,0,0,0,0,0,1e-05
6389,3,66.0,1,1,0,0,0,0,0,0,1e-05
6390,2,66.0,1,1,0,0,0,0,0,0,2.4e-05
6391,3,66.0,1,1,0,0,0,0,0,0,3.3e-05
6392,2,66.0,1,1,0,0,0,0,0,0,9e-06
6393,3,66.0,1,1,0,0,0,0,0,0,1e-05
6394,2,66.0,1,1,0,0,0,0,0,0,1e-05
6395,3,66.0,1,1,0,0,0,0,0,0,1e-05
6396,2,66.0,1,1,0,0,0,0,0,0,9e-06
6397,3,66.0,1,1,0,0,0,0,0,0,9e-06
6398,2,66.0,1,1,0,0,0,0,0,0,3.9e-05
6399,3,66.0,1,1,0,0,0,0,0,0,9e-06
6400,3,66.0,1,1,0,0,0,0,0,0,1e-05
6401,3,66.0,1,1,0,0,0,0,0,0,1e-05
6402,2,66.0,1,1,0,0,0,0,0,0,1e-05
6403,3,66.0,1,1,0,0,0,0,0,0,9e-06
6404,2,66.0,1,1,0,0,0,0,0,0,1e-05
6405,3,66.0,1,1,0,0,0,0,0,0,9e-06
6406,2,66.0,1,1,0,0,0,0,0,0,2.3e-05
