Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change
9710,1,282.0,0,0,0,0
9711,5,282.0,0,0,0,0
9712,5,282.0,0,0,0,0
9713,5,282.0,0,0,0,0
9714,5,282.0,0,0,0,0
9715,5,282.0,0,0,0,0
9716,5,282.0,0,0,0,0
9717,5,282.0,0,0,0,0
9718,5,282.0,0,0,0,0
9719,5,282.0,0,0,0,0
9720,5,282.0,0,0,0,0
9721,5,282.0,0,0,0,0
9722,5,282.0,0,0,0,0
9723,5,282.0,0,0,0,0
9724,5,282.0,0,0,0,0
9725,5,282.0,0,0,0,0
9726,5,282.0,0,0,0,0
9727,5,282.0,0,0,0,0
9728,5,282.0,0,0,0,0
9729,5,282.0,0,0,0,0
9730,5,282.0,0,0,0,0
9731,5,282.0,0,0,0,0
9732,5,282.0,0,0,0,0
9733,5,282.0,0,0,0,0
9734,5,282.0,0,0,0,0
9735,5,282.0,0,0,0,0
9736,5,282.0,0,0,0,0
9737,5,282.0,0,0,0,0
9738,5,282.0,0,0,0,0
9739,5,282.0,0,0,0,0
9740,5,282.0,0,0,0,0
9741,5,282.0,0,0,0,0
9742,5,282.0,0,0,0,0
9743,5,282.0,0,0,0,0
9744,5,282.0,0,0,0,0
9745,5,282.0,0,0,0,0
9746,5,282.0,0,0,0,0
9747,5,282.0,0,0,0,0
9748,5,282.0,0,0,0,0
9749,5,282.0,0,0,0,0
9750,5,282.0,0,0,0,0
9751,5,282.0,0,0,0,0
9752,5,282.0,0,0,0,0
9753,5,282.0,0,0,0,0
9754,5,282.0,0,0,0,0
9755,5,282.0,0,0,0,0
9756,5,282.0,0,0,0,0
9757,5,282.0,0,0,0,0
9758,5,282.0,0,0,0,0
9759,5,282.0,0,0,0,0
9760,5,282.0,0,0,0,0
9761,5,282.0,0,0,0,0
9762,5,282.0,0,0,0,0
9763,5,282.0,0,0,0,0
9764,5,282.0,0,0,0,0
9765,5,282.0,0,0,0,0
9766,5,282.0,0,0,0,0
9767,5,282.0,0,0,0,0
9768,5,282.0,0,0,0,0
9769,5,282.0,0,0,0,0
9770,5,282.0,0,0,0,0
9771,5,282.0,0,0,0,0
9772,5,282.0,0,0,0,0
9773,5,282.0,0,0,0,0
9774,5,282.0,0,0,0,0
9775,5,282.0,0,0,0,0
9776,5,282.0,0,0,0,0
9777,5,282.0,0,0,0,0
9778,5,282.0,0,0,0,0
9779,5,282.0,0,0,0,0
9780,5,282.0,0,0,0,0
9781,5,282.0,0,0,0,0
9782,5,282.0,0,0,0,0
9783,4,282.0,0,1,0,0
9784,5,282.0,0,0,0,0
9785,5,282.0,0,0,0,0
9786,5,282.0,0,0,0,0
9787,5,282.0,0,0,0,0
9788,5,282.0,0,0,0,0
9789,5,282.0,0,0,0,0
9790,5,282.0,0,0,0,0
9791,5,282.0,0,0,0,0
9792,5,282.0,0,0,0,0
9793,5,282.0,0,0,0,0
9794,5,282.0,0,0,0,0
9795,5,282.0,0,0,0,0
9796,5,282.0,0,0,0,0
9797,5,282.0,0,0,0,0
9798,5,282.0,0,0,0,0
9799,5,282.0,0,0,0,0
9800,5,282.0,0,0,0,0
9801,5,282.0,0,0,0,0
9802,5,282.0,0,0,0,0
9803,5,282.0,0,0,0,0
9804,5,282.0,0,0,0,0
9805,5,282.0,0,0,0,0
9806,5,282.0,0,0,0,0
9807,5,282.0,0,0,0,0
9808,5,282.0,0,0,0,0
9809,5,282.0,0,0,0,0
9810,5,282.0,0,0,0,0
9811,5,282.0,0,0,0,0
9812,5,282.0,0,0,0,0
9813,4,282.0,0,0,0,0
9814,5,282.0,0,0,0,0
9815,5,282.0,0,0,0,0
9816,5,282.0,0,0,0,0
9817,5,282.0,0,0,0,0
9818,5,282.0,0,0,0,0
9819,5,282.0,0,0,0,0
9820,5,282.0,0,0,0,0
9821,5,282.0,0,0,0,0
9822,5,282.0,0,0,0,0
9823,5,282.0,0,0,0,0
9824,5,282.0,0,0,0,0
9825,5,282.0,0,0,0,0
9826,5,282.0,0,0,0,0
9827,5,282.0,0,0,0,0
9828,5,282.0,0,0,0,0
9829,5,282.0,0,0,0,0
9830,5,282.0,0,0,0,0
9831,5,282.0,0,0,0,0
9832,5,282.0,0,0,0,0
9833,5,282.0,0,0,0,0
9834,5,282.0,0,0,0,0
9835,5,282.0,0,0,0,0
9836,5,282.0,0,0,0,0
9837,5,282.0,0,0,0,0
9838,5,282.0,0,0,0,0
9839,5,282.0,0,0,0,0
9840,5,282.0,0,0,0,0
9841,5,282.0,0,0,0,0
9842,5,282.0,0,0,0,0
9843,5,282.0,0,0,0,0
9844,5,282.0,0,0,0,0
9845,5,282.0,0,0,0,0
9846,5,282.0,0,0,0,0
9847,5,282.0,0,0,0,0
9848,5,282.0,0,0,0,0
9849,5,282.0,0,0,0,0
9850,5,282.0,0,0,0,0
9851,5,282.0,0,0,0,0
9852,5,282.0,0,0,0,0
9853,5,282.0,0,0,0,0
