Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Data_Object_Change,Src_Port_Changed,Dst_Port_Changed,Attack
10611,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10612,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10613,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10614,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10616,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10617,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10618,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10619,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10620,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10621,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10622,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10623,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10624,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10625,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10626,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10627,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10628,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10629,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10630,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10631,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10632,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10633,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10635,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10637,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10638,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10639,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10640,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10641,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10642,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10643,3,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10644,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10645,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10646,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10648,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10649,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10650,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10651,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10652,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10653,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10654,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10655,4,17.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10656,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10657,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10658,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10659,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10660,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10661,3,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
