Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change,Attack
10895,2,133,0,0,0,0,0
10896,10,132.5,1,1,0,0,0
10897,3,133,0,0,0,0,0
10898,2,133,0,0,0,0,0
10899,3,133,0,0,0,0,0
10900,2,133,0,0,0,0,0
10901,3,133,0,0,0,0,0
10902,2,133,0,0,0,0,0
10903,3,133,0,0,0,0,0
10904,2,133,0,0,0,0,0
10905,3,133,0,0,0,0,0
10906,2,133,0,0,0,0,0
10907,3,133,0,0,0,0,0
10908,2,133,0,0,0,0,0
10909,3,133,0,0,0,0,0
10910,2,133,0,0,0,0,0
10911,3,133,0,0,0,0,0
10912,2,133,0,0,0,0,0
10913,3,133,0,0,0,0,0
10914,2,133,0,0,0,0,0
10915,3,133,0,0,0,0,0
10916,2,133,0,0,0,0,0
10917,3,133,0,0,0,0,0
10918,2,133,0,0,0,0,0
10919,3,133,0,0,0,0,0
10920,2,133,0,0,0,0,0
10921,3,133,0,0,0,0,0
10922,2,133,0,0,0,0,0
10923,3,133,0,0,0,0,0
10924,2,133,0,0,0,0,0
10925,3,133,0,0,0,0,0
10926,2,133,0,0,0,0,0
10927,3,133,0,0,0,0,0
10928,2,133,0,0,0,0,0
10929,3,133,0,0,0,0,0
10930,2,133,0,0,0,0,0
10931,3,133,0,0,0,0,0
10932,2,133,0,0,0,0,0
10933,3,133,0,0,0,0,0
10934,2,133,0,0,0,0,0
10935,3,133,0,0,0,0,0
10936,2,133,0,0,0,0,0
10937,3,133,0,0,0,0,0
10938,2,133,0,0,0,0,0
10939,3,133,0,0,0,0,0
10940,2,133,0,0,0,0,0
