Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Data_Object_Change,Src_Port_Changed,Dst_Port_Changed,Attack
10611,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10612,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10613,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10614,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10615,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10616,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10617,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10618,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10619,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10620,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10621,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10622,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10623,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10624,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10625,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10626,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10627,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10628,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10629,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10630,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10631,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10632,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10633,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10634,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10635,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10636,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10637,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10638,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10639,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10640,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10641,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10642,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10643,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10644,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10645,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10646,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10647,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10648,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10649,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10650,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10651,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10652,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10653,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10654,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10655,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
10656,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10657,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10658,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10659,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10660,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10661,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10662,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10663,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10664,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10665,5,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
10666,5,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
10667,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
10668,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10669,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10670,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
10671,6,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
10672,4,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
