Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change,Attack
10611,3,282,0,0,0,0,0
10612,5,282,0,0,0,0,0
10613,5,282,0,0,0,0,0
10614,5,282,0,0,0,0,0
10615,5,282,0,0,0,0,0
10616,5,282,0,0,0,0,0
10617,5,282,0,0,0,0,0
10618,5,282,0,0,0,0,0
10619,5,282,0,0,0,0,0
10620,5,282,0,0,0,0,0
10621,5,282,0,0,0,0,0
10622,5,282,0,0,0,0,0
10623,5,282,0,0,0,0,0
10624,5,282,0,0,0,0,0
10625,5,282,0,0,0,0,0
10626,5,282,0,0,0,0,0
10627,5,282,0,0,0,0,0
10628,5,282,0,0,0,0,0
10629,5,282,0,0,0,0,0
10630,5,282,0,0,0,0,0
10631,5,282,0,0,0,0,0
10632,5,282,0,0,0,0,0
10633,5,282,0,0,0,0,0
10634,5,282,0,0,0,0,0
10635,5,282,0,0,0,0,0
10636,5,282,0,0,0,0,0
10637,5,282,0,0,0,0,0
10638,5,282,0,0,0,0,0
10639,5,282,0,0,0,0,0
10640,5,282,0,0,0,0,0
10641,5,282,0,0,0,0,0
10642,5,282,0,0,0,0,0
10643,5,282,0,0,0,0,0
10644,5,282,0,0,0,0,0
10645,5,282,0,0,0,0,0
10646,5,282,0,0,0,0,0
10647,5,282,0,0,0,0,0
10648,5,282,0,0,0,0,0
10649,5,282,0,0,0,0,0
10650,5,282,0,0,0,0,0
10651,5,282,0,0,0,0,0
10652,5,282,0,0,0,0,0
10653,5,282,0,0,0,0,0
10654,5,282,0,0,0,0,0
10655,5,282,0,0,0,0,0
10656,5,282,0,0,0,0,0
10657,5,282,0,0,0,0,0
10658,5,282,0,0,0,0,0
10659,5,282,0,0,0,0,0
10660,5,282,0,0,0,0,0
10661,4,282,0,1,0,0,0
10662,5,282,0,0,0,0,0
10663,5,282,0,0,0,0,0
10664,5,282,0,0,0,0,0
10665,5,282,0,0,0,0,0
10666,5,282,0,0,0,0,0
10667,5,282,0,0,0,0,0
10668,5,282,0,0,0,0,0
10669,5,282,0,0,0,0,0
10670,5,282,0,0,0,0,0
10671,5,282,0,0,0,0,0
10672,5,282,0,0,0,0,0
10673,5,282,0,0,0,0,0
10674,5,282,0,0,0,0,0
10675,5,282,0,0,0,0,0
10676,5,282,0,0,0,0,0
10677,5,282,0,0,0,0,0
10678,5,282,0,0,0,0,0
10679,5,282,0,0,0,0,0
10680,5,282,0,0,0,0,0
10681,5,282,0,0,0,0,0
10682,5,282,0,0,0,0,0
10683,5,282,0,0,0,0,0
